Company Name,Ticker,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %,Zacks Rank
"Bandwidth","BAND","1607.75","49.96","1277106","27.64","-33.81","-7.43","56.6","185.35",".71","5.95","78.44","12.82","103","Computer and Technology","Communication - Infrastructure",".27","3"
"Bank OZK","OZK","5751.64","51.41","1236889",".21","1.46","10.02","83.52","-1.42","1.15","39.76","53.14","42.64","45","Finance","Banks - Northeast","24.95","4"
"Bank Of Montreal","BMO","126859.86","181.55","745314","1.17","1.45","19.07","97.05","23.43","-4.05","27.01","183.65","112.54","93","Finance","Banks - Foreign","12.6","4"
"Bank of America","BAC","441731.91","63.17","33025500","1.97","5.87","26.92","99.56","1.35","-.45","28.55","63.25","44.92","26","Finance","Financial - Investment Bank","17.56","2"
"Bank of Hawaii","BOH","3127.63","79.28","477282","-.78","-3.88","4.7","74.76","2.32","2.96","30.93","85.85","59.82","211","Finance","Banks - West","21.84","4"
"Bank of Nova Scotia","BNS","108509.75","88.85","2267913","1.23","1.44","15.27","95.85","6.4","-5.72","26.53","90.29","55.58","93","Finance","Banks - Foreign","13.38","4"
"BankUnited","BKU","3309.45","46.46","1057361","-.41","-3.67","2.74","71.29","-8.02","-6.22","24.64","50.93","35.36","29","Finance","Banks - Major Regional","14.76","4"
"Banner","BANR","2401.71","70.67","431851",".37","4.57","12.93","87.74","-.48","5.38","30.84","72.43","58.07","83","Finance","Financial - Savings and Loan","23.55","3"
"Barclays","BCS","95201.88","27.93","5569908","1.56","1.64","23.97","93.15","-3.16","12.23","22.27","28.56","19.36","93","Finance","Banks - Foreign","22.27","3"
"Barings BDC","BBDC","965.4","9.22","632814","11.76","7.58","7.21","64.4","-11.37","-2.43","43.77","9.9","7.99","181","Finance","Financial - SBIC & Commercial Industry","32.73","2"
"Barrick Mining Corporation","B","71892.23","43.68","8539138","18.92","19.08","7.56","69.26","-11.5","31.22","27.22","52.98","22.73","234","Basic Materials","Mining - Gold","32.14","4"
"Bath & Body Works, Inc.","BBWI","4103.8","20.36","4645151","1.19",".15","19.13","32.37","-10.53","-.22","8.68","31.87","14.85","157","Retail-Wholesale","Retail - Miscellaneous","10.03","3"
"Bausch + Lomb","BLCO","5991.42","16.78","443694","-.77","3.39","4.29","63.38","-13.31","6.47","5.03","18.6","13.63","93","Medical","Medical Services","-3.21","3"
"Bausch Health","BHC","2337.44","6.25","5227021","-9.29","30.75","15.31","46.55","-20.65","6.66","14.9","8.34","4.43","217","Medical","Medical - Generic Drugs","-10.12","3"
"Baxter International","BAX","14243.24","27.55","7701863","5.31","21.8","59.25","93.63","27.21","5.72","9.22","28.35","15.8","157","Medical","Medical - Products","-9.27","3"
"Bayer","BAYRY","56749.2","14.44","826772","3.96","1.12","32.48","90.61","17.76","2.21","10.51","15.19","7.25","219","Medical","Large Cap Pharmaceuticals","-3.8","3"
"BeOne Medicines Ltd. - Sponsored ADR ","ONC","38212.29","348.27","411135","10.21","16.59","18.75","75.08","1.16","40.23","10.7","377.47","260.27","100","Medical","Medical - Drugs","10.7","1"
"Beacon Financial Corporation","BBT","2641.04","31.51","783468","0","4.37","13.84","89.35","5.44","26.81","28.3","32.51","23.12","45","Finance","Banks - Northeast","8.96","4"
"Beam Therapeutics","BEAM","2838.34","27.48","1976202","7.68","-15.91","-1.61","52.35","-12.52","120.01","-218.27","37.92","16.01","150","Medical","Medical - Biomedical and Genetics","-54.75","4"
"Beazer Homes USA","BZH","906.94","33.18","636264","3.36","4.05","50","94.45","44.44","1.77",".1","34.07","18.03","190","Construction","Building Products - Home Builders","-.37","3"
"Becton, Dickinson and Company","BDX","48732.08","176.86","1889664","6.79","16.4","23.27","52.16","-19.58","8.24","17.6","210.02","140.71","32","Medical","Medical - Dental Supplies","4.52","3"
"Belden","BDC","5190.37","132.82","567268","7.07","24.18","25.23","64.8",".56","10.33","11.29","150.91","99.52","54","Computer and Technology","Communication - Components","8.52","1"
"BellRing Brands","BRBR","1344.17","11.56","4293535","-6.7","-7.37","19.3","10.52","-61.84","16.05","6.77","42.68","7.9","207","Consumer Staples","Food - Miscellaneous","7.28","3"
"Bentley Systems","BSY","10231.24","35.21","2839631","-.65","11.18","9.79","23.93","-18.59","10.99","25.46","56.79","28.42","102","Computer and Technology","Internet - Software","18.1","3"
"Berkshire Hathaway","BRK.B","1125446.5","521.8","4191970","2.01","5.69","8.1","95.55","-8.4","0","12.31","524.61","461.47","103","Finance","Insurance - Property and Casualty","19.31","2"
"Best Buy","BBY","17282.9","82","3539738","-4.94","-.97","45.7","76.42","8.11",".39","3.32","90.17","55.52","103","Retail-Wholesale","Retail - Consumer Electronics","2.73","3"
"Beta Bionics, Inc.","BBNX","715.34","15.9","1427456","23.93","-6.64","68.08","30.44","-53.95","53.94","-61.32","31.99","8.86","150","Medical","Medical - Instruments","-61.32","3"
"Better Home & Finance Holding Company","BETR","291.73","15.46","527222","-34.21","-39.84","-42.74","3.34","-58.13","51.97","-55.98","86.07","13.02","229","Finance","Financial - Mortgage & Related Services","-94.52","3"
"Bilibili","BILI","7771.82","18.74","2138607","-1.88","5.88","-1.73","13.93","-32.75","18.06","9.15","35.92","15.96","103","Consumer Discretionary","Broadcast Radio and Television","4.58","3"
"BillionToOne, Inc.","BLLN","4295.52","93.39","822726","-32.62","-26.33","13.02","34.16",".7","99.97","8.04","149.97","64.03","157","Medical","Medical - Products","8.04","3"
"BioCryst Pharmaceuticals","BCRX","2396.92","9.38","3337139","4.45","-10.24","3.99","64.48","6.12","94.1","34.99","11.11","6.24","100","Medical","Medical - Drugs","-40.9","2"
"BioLife Solutions","BLFS","1693.4","34.66","1574414","10.81","23","66.96","100","26.49","16.97","9.42","34.66","18.15","157","Medical","Medical - Products","53.29","1"
"BioMarin Pharmaceutical","BMRN","12351.94","63.81","1851579","6.31","7.93","23.16","98.13","-5.25","12.87","14.58","64.08","49.67","150","Medical","Medical - Biomedical and Genetics","2.14","3"
"BioNTech","BNTX","23687.67","93.67","963692","3.41","2.38","4.6","27.59","-13.18","9.03","-43.93","119.34","83.89","150","Medical","Medical - Biomedical and Genetics","-63.54","3"
"BioRad Laboratories","BIO","9432.66","352.47","321772","8.29","19.03","42.4","100","2.65",".65","9.64","352.47","241.71","157","Medical","Medical - Products","8.59","3"
"BioTechne Corp","TECH","11318.36","72.29","3643479",".28","1.39","66.95","100","8.47","5.23","25.06","72.29","43.3","150","Medical","Medical - Biomedical and Genetics","9.05","4"
"Biogen","BIIB","30723.97","207.94","1352160","2.46","4.41","7.77","90.22","4.26","2.22","20.61","216.63","127.75","150","Medical","Medical - Biomedical and Genetics","8.32","4"
"Bioventus","BVS","1179.93","14.125","828703","7.25","18.9","33.51","87.03","67.53","-.91","11.43","15.26","6.51","100","Medical","Medical - Drugs","9.36","2"
"Birkenstock Holding PLC","BIRK","7071.19","38.45","1439665","-.7","-15.46","23.28","32.69","-17.04","18.45","16.16","53.4","31.19","66","Consumer Discretionary","Shoes and Retail Apparel ","16.26","4"
"Black Hills","BKH","5683","74.65","764369","4.83","-.74","2.48","88.21","-5.11","8.57","13.71","76.83","58.34","160","Utilities","Utility - Electric Power","13.01","3"
"Black Stone Minerals","BSM","2996.24","14.1","423052","-5.69","2.1",".64","61.93","-6.38","8.35","73.1","15.44","11.92","103","Oils-Energy","Energy and Pipeline - Master Limited Partnerships","61.72","3"
"BlackBerry","BB","5263.51","8.98","17203316","5.65","-18.14","45.07","60.35","109.08","2.65","19.02","12.81","3.15","102","Computer and Technology","Internet - Software","10.31","2"
"BlackLine","BL","1717.6","29.55","1061090","-5.89","1.44","8.44","12.86","-52.84","7.21","22.57","58.83","25.23","102","Computer and Technology","Internet - Software","4.75","4"
"BlackRock","BLK","176135.22","1136.39","802589","4.22","9.68","5.04","76.33","-6.31","18.67","30.92","1202.59","922.9","61","Finance","Financial - Investment Management","24.09","2"
"BlackSky Technology","BKSY","1193.28","29.16","1181787","26.51","16.55","-24.75","41.62","37.23","4.39","-56.25","51.63","13.14","160","Business Services","Technology Services","-61.24","3"
"Blackbaud","BLKB","2082.04","45.87","756900","7.17","55.02","48.69","44.3","-36.08","-2.35","19.37","70.17","26.54","80","Computer and Technology","Computer - Software","13.12","2"
"Blackstone Mortgage Trust","BXMT","2384.89","14.15","2500141","-2.68","-17.01","-21.65","4.57","-34.73","-23.33","82.95","20.63","13.84","181","Finance","REIT and Equity Trust","1.57","3"
"Blackstone Secured Lending Fund","BXSL","5717.08","24.54","1645302","6.23","4.69","2.16","20.64","-17.76","6.93","53.47","30.54","22.98","181","Finance","Financial - SBIC & Commercial Industry","21.51","3"
"Block","XYZ","47019.3","79","5337087","-2.76","2.2","12.28","84.14","7.1",".3","7.48","84.64","49.09","102","Computer and Technology","Internet - Software","1.43","3"
"Bloom Energy","BE","64601.63","219.34","17729148","6.57","-10.33","-20.52","59.06","122.75","37.33","17.85","345.85","36.8","157","Oils-Energy","Alternative Energy - Other","7.87","1"
"Bloomin' Brands","BLMN","937.48","10.95","2195774","26.44","31.3","36.19","86.34","56.6",".14","2.76","11.85","5.26","174","Retail-Wholesale","Retail - Restaurants",".7","1"
"Blue Bird","BLBD","2176.02","68.76","501103","-7.57","-11.14","-4.33","65.9","29.1","9.87","9.51","81.5","44.14","66","Auto-Tires-Trucks","Automotive - Domestic","17.48","3"
"Blue Owl Capital","OWL","18506.42","11.87","19920342","15.24","26.82","25.48","30.11","-29.89","25.04","49.15","20.32","8.23","61","Finance","Financial - Investment Management","2.71","3"
"Blue Owl Capital Corporation","OBDC","5740.18","11.64","4240663","8.28","6.2","3.84","25.95","-17.37","15.94","40.78","14.38","10.68","152","Finance","Financial - Miscellaneous Services","16.99","3"
"Blue Owl Technology Finance Corp.","OTF","5360.77","11.7","2678869","17.71","13.26","4.74","32.39","-28.99","67.45","42.86","15.52","9.87","181","Finance","Financial - SBIC & Commercial Industry","28.69","3"
"Boeing","BA","185278.55","234.42","6364877","8.46","5.46","6.32","75.72","-4.73","34.5","-8.56","252.15","179.12","70","Aerospace","Aerospace - Defense","2.41","3"
"Boise Cascade","BCC","3021.59","86.6","456162","13.38","13.86","31.23","82.06","3.83","-4.75","1.73","91.22","65.47","168","Construction","Building Products - Wood","1.64","3"
"Booking Holdings","BKNG","161111","214.42","6450121","11.16","20.2","39.12","80.7","-11.67","13.39","27.18","228.84","154.13","163","Retail-Wholesale","Internet - Commerce","25.53","3"
"Boot Barn","BOOT","4954.6","163.6","763215","9.81","1.47","13.73","39.06","-18.19","17.93","10.35","207.98","135.16","92","Retail-Wholesale","Retail - Apparel and Shoes","10.35","2"
"Booz Allen Hamilton","BAH","9147.67","76.05","2315124","9.08","21.18","4.65","31.33","-20.45","-6.37","7.48","111.87","59.71","42","Business Services","Consulting Services","7.01","3"
"BorgWarner","BWA","13934.85","68.42","2308067","7.34","5.28","8.24","77.91","33.99","1.63","7.72","77.03","38.05","172","Auto-Tires-Trucks","Automotive - Original Equipment","2.89","3"
"Bowhead Specialty Holdings Inc.","BOW","1101.94","33.45","364042","9.35","6.56","18.41","96.62","3.42","29.58","10.33","33.87","21.44","103","Finance","Insurance - Property and Casualty","10.11","3"
"Box","BOX","4602.06","33.24","3063801","5.36","16.06","34.74","97.46","-1.93","7.99","20.71","33.55","21.37","102","Computer and Technology","Internet - Software","10.35","3"
"Boyd Gaming","BYD","6060.92","83.42","1027335","-1.93","-3.23","5.47","45.74","-13.64","4.12","14.16","91.26","76.81","204","Consumer Discretionary","Gaming","44.34","3"
"Braze","BRZE","2989.25","26.54","2223403","6.5","5.61","27.17","52.7","-31.7","24.4","5.85","36.19","15.79","102","Computer and Technology","Internet - Software","-15.51","3"
"Bread Financial","BFH","4161.58","108.32","621810",".23","12.25","24.85","92.92","29.11","-2.06","15.52","112.45","54.08","152","Finance","Financial - Miscellaneous Services","11.95","3"
"BridgeBio Pharma","BBIO","16514.68","84.48","2080961","5.48","-1.64","27.75","87.46","-2.54","126.26","-124.42","90.17","44.81","217","Medical","Medical - Generic Drugs","-124.42","3"
"Bright Horizons Family Solutions","BFAM","3568.86","73.38","838499","-1.56",".1","7","22.14","-36.14","9.22","8.79","123.33","59.18","206","Business Services","Business - Services","5.78","3"
"BrightSpire Capital","BRSP","647.8","5.12","1536420","2.2","-4.48","-10.18","12.07","-19.32","-20.38","110.48","6.14","4.98","181","Finance","REIT and Equity Trust","-20.43","3"
"BrightSpring Health Services, Inc.","BTSG","12352.67","62.43","4751461","4.56","-12.6","7.82","80.02","47.1","14.59","2.25","72.91","20.46","93","Medical","Medical Services","2.55","1"
"BrightView","BV","1067.14","11.45","1347356","-12.19","-19.93","-8.91","14.97","-20.26","-3.41","2.82","16.28","10.6","47","Basic Materials","Agriculture - Products",".74","3"
"Brighthouse Financial","BHF","3496.7","60.8","680627","-1.79","-7.88","-2.78","75.01","-17.19","43.23","12.86","66.61","43.36","185","Finance","Insurance - Life Insurance","12.49","4"
"Brightstar Lottery","BRSL","2064.71","11.05","1903505","10.06","1.19","2.98","12.21","-37.01","-.04","7.5","18.31","10.04","204","Consumer Discretionary","Gaming","10.05","3"
"Brink's","BCO","4621.06","112.19","611940","-5.28","7.63","8.11","46.13","-15.19","4.97","6.52","135.58","92.16","153","Business Services","Financial Transaction Services","3.3","4"
"Brinker International","EAT","9658.33","225.2","1053041","5.38","21.56","64.12","98.34","38.46","21.95","8.06","227.27","102.29","174","Retail-Wholesale","Retail - Restaurants","8.07","3"
"Bristol Myers Squibb","BMY","132204.48","64.72","13065374","-.9","12.4","13.54","94.98","5.88","-.22","27.04","65.89","42.6","150","Medical","Medical - Biomedical and Genetics","18.87","3"
"Brixmor Property Group","BRX","9319.71","30.37","2288255","-3.62","-2.13","3.86","71.07","2.21","6.73","30.82","32.69","24.67","78","Finance","REIT and Equity Trust - Retail","30.82","3"
"Broadcom","AVGO","2035102.5","427.76","19059700","9.88","6.95",".6","71.97","9.06","23.87","53.5","481.57","289.6","31","Computer and Technology","Electronics - Semiconductors","38.85","2"
"Broadridge Financial Solutions","BR","18984.63","166.5","1131867","8.15","12.9","14.34","23.63","-34.17","8.53","15.04","266.89","135.44","102","Computer and Technology","Internet - Software","15.04","3"
"Broadstone Net Lease","BNL","4016.32","20.93","1959931","-2.24","-4.12","5.23","69.39","6.33","5.17","30.61","22.84","16.6","80","Finance","REIT and Equity Trust - Residential","30.61","2"
"Brookdale Senior Living","BKD","3395.59","14.22","4749096","-2.6","-1.32","9.05","73.55","16.29","2.19","-4.18","16.77","7.13","32","Medical","Medical - Nursing Homes","-6.51","3"
"Brookfield Asset Management Ltd.","BAM","85989.47","52.49","2476012","8.45","12.35","9.54","47.96","-11.59","21.03","48.73","62.93","42.87","152","Finance","Financial - Miscellaneous Services","48.89","3"
"Brookfield Business Partners","BBUC","6081.88","29.38","307569","-.84","-5.2","-11.29","38.71","-26.35","-32.41","1.13","37.17","24.46","206","Business Services","Business - Services","1.13","4"
"Brookfield Corporation","BN","108074.77","44.08","4164741","3.64",".8","-3.21","53.35","-15.24","-12.68","8.16","49.17","38.26","178","Finance","Real Estate - Operations","1.76","3"
"Brookfield Infrastructure","BIPC","4853.79","39.46","1106972","-6.71","-.23","-.5","25.6","-23.3",".05","9.3","51","35.49","178","Utilities","Utility - Gas Distribution","-9.41","3"
"Brookfield Infrastructure Partners","BIP","17977.48","39.04","1171409","-6.51","3.69","2.87","72.05","-.84","9.8","3.51","42.62","29.81","80","Finance","REIT and Equity Trust - Other","3.51","2"
"Brookfield Renewable","BEPC","5090.68","33.74","2009580","1.17","-3.79","-7.1","13.16","-22.35","-36.56","-44.05","44.43","32.12","157","Oils-Energy","Alternative Energy - Other","-44.05","4"
"Brookfield Renewable Partners","BEP","9963.71","33.2","1100050","1.03","2.69","-3.4","68.36","8.63","9.04","7.8","37.31","24.32","160","Utilities","Utility - Electric Power","4.5","4"
"Brown & Brown","BRO","23901.22","71.43","2927050","1.46","5.57","26.92","40.05","-20.91","22.83","24.34","96.95","54.38","87","Finance","Insurance - Brokerage","17.75","3"
"BrownForman","BF.B","13086.81","28.52","2438575","-.73","8.98","8.11","67.61","-3.43","-1.18","18.2","31.26","22.8","210","Consumer Staples","Beverages - Alcohol","18.2","4"
"Bruker","BRKR","8137.51","53.41","2441433","-15.01","-11.07","24.56","68.76",".04","2.08","8.72","64.34","29.35","103","Computer and Technology","Instruments - Scientific","-2.35","3"
"Brunswick","BC","5284.23","81.55","721878","3.23","4.69","5.16","76.42","-3.07","2.4","4.44","89.22","56.7","87","Consumer Discretionary","Leisure and Recreation Products","-1.53","3"
"Buenaventura Mining","BVN","8664.37","34.15","898002","12.78","13.83","-.41","62.68","8.28","49.98","51.27","43.67","18.16","212","Basic Materials","Mining - Silver","50.88","3"
"Bullish","BLSH","3562.7","23.62","1406606","8.4","-2.52","-33.76","3.46","-44.96","-99.88","17.86","74.63","21.79","102","Computer and Technology","Internet - Software","-314.4","4"
"Burlington Stores","BURL","23223.16","368.96","631202",".13","12.58","25.67","97.51","12.72","8.76","5.54","372.19","242.43","56","Retail-Wholesale","Retail - Discount Stores","5.24","3"
"Butterfly Network","BFLY","2351.3","8.83","7895631","24.19","10.65","130.55","98.94","105.05","18.96","-42.24","8.91","1.33","85","Medical","Medical Info Systems","-66.74","2"
"C.H. Robinson Worldwide","CHRW","17451.15","149.345","2589903","1.09","-22.82","-8.71","35.53","-18.02","-8.42","3.97","209.42","116.24","178","Transportation","Transportation - Services","3.73","3"
"C3.ai","AI","1588.69","10.22","5114128","11.33","14.19","18.15","15.88","-33.1","-35.67","-75.79","23.25","7.76","101","Computer and Technology","Computers - IT Services","-187.95","3"
"CACI International","CACI","14236.3","644.43","301567","29.47","32.48","32.34","91.98","6.73","10.89","6.91","662.19","440.76","103","Computer and Technology","Computer - Services","5.6","3"
"CAE","CAE","8738.75","27.19","561053","5.31","6.13","6.67","37.01","-21.13","8.45","7.86","34.05","23.16","70","Aerospace","Aerospace - Defense Equipment","6.36","4"
"CAVA Group, Inc.","CAVA","7270.3","62.42","3420684","-4.31","-13.52","-18.8","35","-6.15","22.41","4.79","97.39","43.59","174","Retail-Wholesale","Retail - Restaurants","4.79","3"
"CBIZ","CBZ","2957.38","54.5","2058468","-1.05","44.22","88.45","70.88","-4.67","52.08","8.24","66.56","25.14","42","Business Services","Consulting Services","4.73","2"
"CBRE Group","CBRE","42909.27","148.18","1784254",".93","6.2","14.03","50.12","-18.68","13.37","5.13","171.61","124.64","178","Finance","Real Estate - Operations","2.98","3"
"CCC Intelligent Solutions","CCC","4075.84","6.92","10513825","13.63","16.89","60.19","46.47","-23.19","11.88","22.73","10.03","4.22","102","Computer and Technology","Internet - Software","3.81","2"
"CDW","CDW","16978.62","135.81","2169654","-8.12","-5.94","33.06","51.08","-12.01","6.79","5.78","170.77","99.3","101","Computer and Technology","Computers - IT Services","4.6","3"
"CECO Environmental","CECO","2544.11","70.92","926502","7.63","-15.2","-12.27","48.42","4.56","38.79","5.35","99.67","43.93","66","Industrial Products","Pollution Control","1.7","1"
"CF Industries","CF","17567.51","114.35","2244228","-8.66","-2.2","-8.7","62.2","30.47","19.34","25.74","137.6","76.09","103","Basic Materials","Fertilizers","27.12","3"
"CGI Group","GIB","15804.38","74.74","534737","2.17","11.45","18.43","37.49","-28.55","5.47","11.52","97.18","61.28","103","Computer and Technology","Computer - Services","10.54","4"
"CION Investment Corporation","CION","369.51","7.51","600072","26.01","17.34","11.59","32.32","-31.47","-4.6","36.19","10.86","5.91","181","Finance","Financial - SBIC & Commercial Industry","1.17","3"
"CLEAR Secure","YOU","6838.06","51.29","1389809","-7.15","-7.12","-12.91","66.2","29.02","16.91","14.78","62.36","29.61","102","Computer and Technology","Internet - Software","14.78","3"
"CME Group","CME","94806.66","263.66","2448199","-1.54","9.73","-11.78","41.79","-14.8","6.37","63.38","326.46","218.58","103","Finance","Securities and Exchanges","63.3","3"
"CMS Energy","CMS","22273.38","71.03","3757106","-1.33","-5.8","-.85","17.27","-10.37","13.63","11.81","79.94","69.17","160","Utilities","Utility - Electric Power","11.64","4"
"CNA Financial","CNA","14076.66","52.02","510642","-.86","1.4","18.96","75.47","-3.85","5.04","9.32","55.31","41.9","103","Finance","Insurance - Property and Casualty","8.16","3"
"CNH Industrial","CNH","13503.59","10.91","13936206","6.44","4.4","4.6","43.67","4.42","-8.78","2.9","13.09","9.22","73","Industrial Products","Manufacturing - Farm Equipment","1.71","3"
"CNO Financial Group","CNO","5103.48","55.16","692956",".13","6.16","17.81","97.37","14.61",".85","10.29","55.68","35.94","98","Finance","Insurance - Multi line","6.02","2"
"CNX Resources","CNX","5198.74","35.14","1723757","-1.84","9.85","-2.63","48.48","-15.67","76.76","24.98","42.61","28.11","216","Oils-Energy","Oil and Gas - Exploration and Production - United States","36.53","3"
"COHERENT CORP","COHR","74172.74","379.13","5464060","44.22","16.83","-.87","85.97","81.26","23.42","14.2","426.89","86.55","160","Business Services","Technology Services","7.1","3"
"CONMED","CNMD","1471.2","49.12","760511","6.09","27.65","38.4","71.77","6.76","5.18","10.69","55.81","32.11","32","Medical","Medical - Dental Supplies","4.12","3"
"COPT DEFENSE PR","CDP","4212.06","37.14","909374","-2.16","1.7","17.12","89.03","17.89","1.41","20.94","38.35","27.32","80","Finance","REIT and Equity Trust - Other","20.94","3"
"CORE LABS INC","CLB","520.79","11.35","739169","6.67","2.25","-13.16","16.21","-37.52",".51","5.33","19.67","9.74","203","Oils-Energy","Oil and Gas - Field Services","5.1","4"
"CRH","CRH","66847.79","100.48","4431121","5.76","-4.04","-2.65","15.04","-28.95","5.27","10.04","131.38","95.01","168","Construction","Building Products - Miscellaneous","9.93","3"
"CSX","CSX","93123.91","50.27","14133285","-.26","1.74","10.1","86.03","22.37","-3.08","23.06","53.23","32.05","63","Transportation","Transportation - Rail","22.21","2"
"CTO Realty Growth","CTO","815.31","21.75","332437","-1","2.16","8.86","89.27","4.25","20.1","32.63","22.53","15.26","80","Finance","REIT and Equity Trust - Other","32.63","2"
"CVB Financial","CVBF","3998.48","22.66","1494648","1.3",".85","15.97","87.81","7.5","-5.28","40.37","23.3","18.05","211","Finance","Banks - West","29.02","3"
"CVR Energy","CVI","3131.51","31.15","1023137","-12.55",".58","-8.09","54.07","8.05","-5.89","-1.53","40.01","20.72","26","Oils-Energy","Oil and Gas - Refining and Marketing",".81","3"
"CVS Health","CVS","122397.46","95.7","8631749","-8.36","-8.11","-.2","68.35","6.41","7.85","2.42","110.6","63.52","93","Medical","Medical Services","1.18","3"
"Cabot","CBT","4523.07","87.62","478142","-.45",".34","8.17","83.34","16.65","-7.04","9.57","93.4","58.71","87","Basic Materials","Chemical - Diversified ","5.23","3"
"Cactus","WHD","5444.18","67.9","873435","4.45","26.23","19.21","98.18","31.17","-4.49","17.4","68.54","33.4","204","Oils-Energy","Oil and Gas - Integrated - United States","6.01","2"
"Cadence Design Systems","CDNS","93424.32","339.24","2445779","-.23","-11.7","-2.3","48.82","-4.23","14.12","37.5","416.39","265.66","80","Computer and Technology","Computer - Software","23.6","3"
"Cadre Holdings, Inc.","CDRE","1405.38","32.82","411977","6.45","13.37","10.21","29.18","-29.09","7.53","5.88","46.07","27.36","103","Industrial Products","Security and Safety Services","5.26","3"
"Caleres","CAL","487.05","14.5","502270","12.93","22.78","30.99","81.86","5.14","1.29","1.61","15.75","8.86","66","Consumer Discretionary","Shoes and Retail Apparel ",".02","3"
"California Water Service Group","CWT","3124.73","50.53","501201",".84","1.65","18.98","81.28","2.9","-3.54","12.63","52.44","42.24","212","Utilities","Utility - Water Supply","12.63","4"
"Calix","CALX","2391.37","37.98","1453036","5.79","-5.97","-4.6","8.42","-36.68","20.26","10.41","68.42","35.18","102","Computer and Technology","Internet - Software","4.61","3"
"Callaway Golf Company","CALY","3140","17.59","2094622","-4.71","-4.4","15.5","81.94","33.01","-51.4","4.97","19.66","8.2","87","Consumer Discretionary","Leisure and Recreation Products","3.37","3"
"Calumet, Inc.","CLMT","3440.57","39.48","1291230","-10.66",".03","25.81","84.79","75.33","-1.25","-2.53","44.19","13.23","204","Oils-Energy","Oil and Gas - Integrated - United States","-2.98","2"
"Camden Property Trust","CPT","11253.37","111.93","1054122","1.01","-.91","9.1","72.6","-10.28","1.92","20.8","117.58","96.96","80","Finance","REIT and Equity Trust - Residential","20.8","4"
"Cameco","CCJ","42416.56","97.39","4055948","12.75","1.46","-9.41","42.31","-6.07","8.87","15.23","134.09","70.47","157","Oils-Energy","Alternative Energy - Other","10.2","3"
"Camping World","CWH","652.82","6.32","2574368","2.1","1.61","-4.68","5.62","-42.68","4.41",".38","17.91","5.63","172","Auto-Tires-Trucks","Automotive - Original Equipment","-1.55","4"
"Camtek","CAMT","7248.09","155.35","541751","17.28","8.04","-7.72","60.14","28.91","15.57","31.18","207.46","76.73","6","Computer and Technology","Electronics - Measuring Instruments","9.63","3"
"Canada Goose","GOOS","851.94","8.77","845207","-1.79","-9.21","-8.36","3.06","-40.24","14.14","5.07","15.1","8.57","92","Retail-Wholesale","Retail - Apparel and Shoes","3.65","4"
"Canadian Imperial Bank of Commerce","CM","108354.75","118.7","944631",".13",".78","6.65","94.85","15.6","-5.81","30.2","121.24","71.96","93","Finance","Banks - Foreign","15.84","4"
"Canadian National Railway","CNI","76722.15","126.6","1731315","-.48","1.77","13.25","89.97","13.01","-.46","26.94","130.58","90.91","63","Transportation","Transportation - Rail","26.92","3"
"Canadian Natural Resources Limited","CNQ","94166.56","45.51","7022545","-4.55","8.85","-5.15","76.27","18.64","4.33","23.56","50.55","29.31","232","Oils-Energy","Oil and Gas - Exploration and Production - Canadian","22.78","3"
"Canadian Pacific Kansas City Limited","CP","80788.89","91.62","2978730","3.07","1.66","7.7","91.58","9.8","1.64","27.5","93.71","68.88","63","Transportation","Transportation - Rail","25.02","4"
"Canadian Solar","CSIQ","1080.24","15.91","2123875","5.5","5.93","-11.02","26.59","-40.94","-6.65","-3.05","33.58","9.51","156","Oils-Energy","Solar","-1.87","3"
"Capital One Financial","COF","133592.45","217.76","4310822","4.19","8.06","16.34","50.9","-20.72","28.39","20.61","257.94","176.1","46","Finance","Financial - Consumer Loans","13.37","3"
"Capital Southwest","CSWC","1601.63","25.13","715880","6.53","5.41","6.62","100",".11","13.53","58.71","25.13","19.47","61","Finance","Financial - Investment Management","46.68","3"
"Capri Holdings","CPRI","1757.53","15.31","3827089","-3.89","-15.13","-11.3","2.45","-44.63","-21.79","5.72","27.66","15","92","Retail-Wholesale","Retail - Apparel and Shoes","4.44","3"
"Capstone Green Energy","CEPL","279.72","8.59","342870","11.13","-16.07","-12.44","59.79","50.4","23.89","15.32","13.6","1.14","157","Oils-Energy","Alternative Energy - Other","2.66","3"
"CarGurus","CARG","3515.94","38.985","1080758","7.57","14.06","35.98","99.63","-10.3","1.41","23.96","39.03","26.96","163","Retail-Wholesale","Internet - Commerce","18.06","3"
"CarMax","KMX","8256.39","58.18","2689508","1.61","8.77","57.54","87.25","32.87","-1.79","1.53","62.17","30.88","73","Retail-Wholesale","Automotive - Retail and Wholesale - Parts",".84","3"
"Cardinal Health","CAH","55366.26","236.4","2098281","2.77",".25","21.11","96.47","1.51","-1.87",".99","239.71","146.04","32","Medical","Medical - Dental Supplies",".62","2"
"CareDx","CDNA","2415.47","46.69","1360846","6.82","63.77","133.8","96.8","118.68","13.79","12.88","47.85","11.57","93","Medical","Medical Services","24.23","1"
