Company Name,Ticker,Zacks Rank,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %
"Excelerate Energy","EE","3","4539.49","39.3","333247","1.03","12.73","14.24","85.61","26.57","44.26","3.41","42.89","23.01","102","Oils-Energy","Alternative Energy - Other","3.23"
"Euronet Worldwide","EEFT","4","2810.32","71.88","573889","6.19","4.12","10.33","36.51","-13.99","6.38","9.6","91.34","63.73","165","Business Services","Financial Transaction Services","6.63"
"Ellington Financial","EFC","2","1736.11","13.38","925567",".67","NA","-.88","80.07","-12.03","39.26","101.74","14.01","11.3","235","Finance","REIT and Equity Trust","52.43"
"Everforth Inc.","EFOR","2","1334.55","30.92","630864",".4",".31","56.12","42.77","-40.07","-2.91","4.35","53.28","17.06","156","Business Services","Technology Services","2.09"
"Equifax","EFX","3","20800.7","171.62","1010453","-6.4","-2.2","7.22","22.75","-27.63","6.92","15.54","262.33","151.93","48","Business Services","Consulting Services","10.73"
"Enerflex Ltd.","EFXT","5","2718.01","22.54","693848","9.12","8.53","-7.44","66.65","27.95","6.5","5.21","28.39","10.01","102","Oils-Energy","Alternative Energy - Other","2.06"
"Eldorado Gold","EGO","4","11241.98","43.88","2676956","-4.06","10.03","27.43","73","6.22","37.53","26.25","49.71","24.93","216","Basic Materials","Mining - Gold","29.83"
"EastGroup Properties","EGP","3","10680.46","200.24","325987","-.44","-1.61","-2.95","58.66","-1.12","12.67","40.47","223.38","163.48","101","Finance","REIT and Equity Trust - Other","40.47"
"Vaalco Energy","EGY","4","631.15","6.08","1160535","1.01","3.27","10.7","79.7","46.19","-24.99","-17.18","6.67","3.37","216","Oils-Energy","Oil and Gas - Exploration and Production - International","-31.11"
"Encompass Health","EHC","3","12015","120.47","808416","1.31","-3.2","22.57","83.84","1.77","10.46","9.51","127.18","93.83","55","Medical","Medical - Outpatient and Home Healthcare","10.01"
"Edison International","EIX","3","21845.89","59.33","6141851","5.17","-16.31","-21.31","16.45","-16.11","9.76","14.84","80.38","52.12","168","Utilities","Utility - Electric Power","20.3"
"The Estee Lauder Companies","EL","3","37576.4","101.69","3897488","1.52","19.12","15.4","69.93","-12.04","5.05","6.14","119.61","67.23","183","Consumer Staples","Cosmetics","1.21"
"Elanco Animal Health","ELAN","3","12240.73","23.97","5130591","2.42","9.96",".86","75.03","-3.98","6.22","10.68","26.84","17.47","55","Medical","Medical - Outpatient and Home Healthcare","-3.96"
"e.l.f. Beauty","ELF","3","6471.41","104.31","1618060",".57","15.15","71.39","61.9","27.91","24.59","13.57","146.67","49.57","183","Consumer Staples","Cosmetics","3.38"
"Equity Lifestyle Properties","ELS","3","12113.51","61.83","1194460","-1.62","-3.34","-2.8","34.4","-8.66",".34","25.92","68.37","59.3","156","Finance","REIT and Equity Trust - Residential","25.92"
"Elevance Health, Inc.","ELV","3","88374.23","401.94","836107","3.81","2.46","1.4","86.79","3.1","12.49","3.26","426.79","280.74","89","Medical","Medical Services","2.47"
"Electrovaya Inc.","ELVA","4","341.6","7.15","603864","3.76","-25.65","-31.82","33.25","-22.54","43.06","6.14","12.26","4.23","55","Computer and Technology","Electronics - Miscellaneous Products","6.14"
"Embecta Corp.","EMBC","2","328.63","5.55","1440520","12.84","16.23","85.3","23.37","-56.7","-3.8","11.82","15.31","2.9","89","Medical","Medical Services","8.59"
"EmbraerEmpresa Brasileira de Aeronautica","EMBJ","2","13336.84","73.91","1229898","3.14",".01","20.02","76.68","1.69","18.5","5.44","79.89","53.82","95","Aerospace","Aerospace - Defense","5.35"
"EMCOR Group","EME","1","33265.92","773.16","329708","2.67","-6.82","-10.46","47.65","9.33","16.62","7.14","943.75","581.58","66","Construction","Building Products - Heavy Construction","7.74"
"Eastman Chemical","EMN","3","8142.53","70.39","773812","-1.73","-3.04","-5.43","59.3","-1.09","-6.71","6.44","81.36","56.37","94","Basic Materials","Chemical - Diversified ","4.99"
"Emerson Electric Co.","EMR","3","85594.49","152.15","2055568",".25","-3.71","4.3","71.86","2.12","3","19.17","164.38","123.3","92","Industrial Products","Manufacturing - Electronics","13.83"
"Enbridge","ENB","3","109401.35","50.48","5083465","-.95","-2.53","-10.46","37.94","-7.12","22.08","8.08","58.04","45.23","168","Oils-Energy","Oil and Gas - Production and Pipelines","7.2"
"Enovis","ENOV","3","1070.35","19.98","1103625","-24.52","-23.43","-11.54","NA","-38.21","6.66","8.81","33.32","18.56","89","Medical","Medical Info Systems","-47.96"
"Enphase Energy","ENPH","3","4806.1","38.83","3495554","-.14","-11.12","-30.59","22.18",".64","10.72","25.18","72.33","26.12","222","Oils-Energy","Solar","10.09"
"Energizer","ENR","3","1453.69","21","901526","-2.53","-3.15","5.46","37.23","-5.34","2.28","7.05","29.66","16.23","186","Consumer Staples","Consumer Products - Staples","2.73"
"Enersys","ENS","2","6560.63","180.52","566083","-1.06","-2.36","-21.39","56.21","9.94","3.7","12.1","243.34","103.06","92","Industrial Products","Manufacturing - Electronics","9.29"
"Entegris","ENTG","2","21157.85","141.09","1978797","2.55","-3.79","-14.83","60.71","46.05","-1.38","14.78","184","68.8","45","Computer and Technology","Electronics - Semiconductors","9.18"
"EOG Resources","EOG","3","76156.39","145.36","2577600",".16","2.09","10.01","84.67","22.62","-4.5","26.65","153.05","101.78","103","Oils-Energy","Oil and Gas - Exploration and Production - United States","25.44"
"Evolus","EOLS","2","614.27","8.88","971306","2.31","22.85","37.78","100","24.03","11.61","-3.76","9.3","3.94","95","Medical","Medical - Products","-10.85"
"EPAM Systems","EPAM","3","6037.74","115.31","1107414","-.67","20.2","26.23","28.21","-49.34","15.42","12.18","221.4","76.04","154","Computer and Technology","Computers - IT Services","7.15"
"Edgewell Personal Care","EPC","3","1330.59","27.71","459596",".52","3.14","25.58","94.25","50.17","-1.34","4.18","29.66","15.91","186","Consumer Staples","Consumer Products - Staples","-4.55"
"Enterprise Products Partners","EPD","3","84090.04","38.83","2579983",".31","2.5","6.68","91.05","7.72","-6.44","10.79","39.8","30.19","55","Oils-Energy","Oil and Gas - Production Pipeline - MLB","10.79"
"EPR Properties","EPR","3","4595.77","59.9","711069","2.18","-.68","2.79","72.26","6.62","2.91","41.39","64.32","48.71","168","Finance","REIT and Equity Trust - Retail","35.45"
"Essential Properties Realty Trust","EPRT","3","6410.33","29.89","1471537","-1.2","-1.79","-2.05","8.16","-11.37","24.82","43.51","34.59","29.2","168","Finance","REIT and Equity Trust - Retail","43.51"
"Equitable Holdings","EQH","3","14459.94","52.04","2114346","5.65",".55","17.17","92.4","-1.43","-6.21","13.08","54.41","35.34","84","Finance","Insurance - Multi line","-8.72"
"Equinix","EQIX","3","102221.89","1041.21","501099","-1.03","-.71","-2.67","79.49","19.92","5.36","15.64","1115.94","726.09","168","Finance","REIT and Equity Trust - Retail","15.64"
"Equinor","EQNR","3","100626.63","43.39","2283488","-1.66","2.68","22.85","90.19","57.97","2.59","8.66","44.23","22.41","9","Oils-Energy","Oil and Gas - Refining and Marketing","7.92"
"EQT","EQT","4","34509.72","55.12","5895177","1.83","2.02","8.71","33.12","-8.71","63.92","29.58","67.93","48.85","103","Oils-Energy","Oil and Gas - Exploration and Production - United States","28.44"
"Equinox Gold","EQX","3","14955.16","12.64","11622747","-.39","10.53","14.38","41.32","-19.08","20.02","20.79","18.76","8.62","216","Basic Materials","Mining - Gold","26.3"
"Ericsson","ERIC","4","34047.1","10.07","8033284",".1","1.2","-17.35","37.67","-7.18","3.17","9.49","13.74","7.9","188","Computer and Technology","Wireless Equipment","10.72"
"Erie Indemnity","ERIE","2","11677.24","243.35","305420","-1.08",".18","12.84","34.67","-21.79","7.17","12.05","338.66","207.24","193","Finance","Insurance - Brokerage","14.01"
"Energy Recovery","ERII","4","393.29","7.7","968431","-1.04","-4.51","-12.9",".47","-49.84","-6.87","22.5","18.11","7.58","218","Industrial Products","Pollution Control","12.72"
"Ero Copper","ERO","3","3640.16","37.91","1527877","-6.01","-4.49","13.64","78.62","9.41","67.1","28.35","40.4","14.68","223","Basic Materials","Mining - Non Ferrous","29.79"
"Eversource Energy","ES","4","26762.74","71.49","1755045","1.3","-.17","2.58","61.35","-6.41","13.83","13.17","76.21","62.86","168","Utilities","Utility - Electric Power","10.35"
"ESAB Corporation","ESAB","3","4663.83","74.74","759071","-.48","-12.34","-22.44","1.73","-40.45","3.71","11.44","134.82","73.97","223","Industrial Products","Metal Products - Procurement and Fabrication","5.75"
"Element Solutions","ESI","3","8775.31","36.21","4326047","1.32","-3.38","-20.12","49.88","27.8","3.84","12.91","49.09","22.99","87","Basic Materials","Chemical - Specialty","5.67"
"Essent Group","ESNT","2","6217.66","68.44","562710","2.4","2.32","18.87","96.74","-5.62","1.45","51.45","69.63","55.84","69","Finance","Insurance - Property and Casualty","51.45"
"Essex Property Trust","ESS","3","17905.83","277.41","452031","-1.54","-1.62","-.99","66.42","-5.57","6.36","21.48","298.33","239.61","156","Finance","REIT and Equity Trust - Residential","21.48"
"Establishment Labs","ESTA","3","2213.98","75.29","388367","7.15","-1.03","-11.78","63.68","-9.6","27.14","-15.26","95.65","36.84","89","Medical","Medical Services","-15.82"
"Elastic","ESTC","1","9639.25","88.42","3085822","-5.88","20.3","47.37","85.69","7.93","17.26","15.76","99.91","43.3","85","Computer and Technology","Internet - Software","20.84"
"Energy Transfer","ET","3","74030.94","21.51","7431594","-.05","4.42","13.7","99.25","15.63","3.47","4.87","21.54","16.21","55","Oils-Energy","Oil and Gas - Production Pipeline - MLB","4.87"
"Ethan Allen Interiors Inc.","ETD","4","566.8","21.71","648908","-4.9","-4.34","4.8","32.68","-12.67","-5.72","6.45","30.34","18.68","168","Retail-Wholesale","Retail - Home Furnishings","6.88"
"Eaton","ETN","3","159574.14","422.13","1645280","2.23","-7.67",".93","65.93","14.4","10.33","16.05","459.96","315.82","92","Industrial Products","Manufacturing - Electronics","12.75"
"Eton Pharmaceuticals","ETON","3","1670.68","59.345","690133","-3.29","33.85","81.8","88.06","206.55","104.94","12.02","64.43","14.35","162","Medical","Medical - Biomedical and Genetics","12.02"
"eToro Group Ltd.","ETOR","4","2690.19","30.89","1538276","1.53","-4.5","-18.31","35.63","-18.03","10.33","30.07","46.4","24.76","193","Finance","Insurance - Brokerage","2.17"
"Entergy","ETR","3","50055.56","108.53","1991439",".9","1.53","-3.43","65.77","2.93","8.98","13.51","117.91","86.83","168","Utilities","Utility - Electric Power","13.4"
"Etsy","ETSY","1","7260.51","72.82","2652255","-5.93","-4.84","5.98","75.52","22.39","2.68","15.69","87.03","44.05","155","Retail-Wholesale","Internet - Commerce","7.32"
"Entravision Communications","EVC","NA","777.07","8.31","1568946","5.38","-28.03","-8.68","56","154.87","22.65",".72","13.48","1.98","103","Consumer Discretionary","Broadcast Radio and Television",".62"
"EverQuote","EVER","4","897.5","24.94","464509","-2.08","-2.5","23.07","78.24","-18.18","38.45","15.75","27.87","14.27","85","Computer and Technology","Internet - Software","15.16"
"Evolv Technologies","EVLV","4","905.63","5.07","1937974","-4.03","-14.68","-18.43","2.59","-38.07","40.48","-3.05","8.76","4.9","154","Computer and Technology","Computers - IT Services","-3.05"
"Evercore","EVR","3","11524.3","295.67","472900","4.01","-.02","-18.5","26.51","-22.35","29.41","17.87","383.12","267.19","39","Finance","Financial - Investment Bank","15.74"
"Evergy","EVRG","3","18800.45","82.24","1873752",".64","-.67","-2.28","62.04","-.24","1.95","15.51","88.13","70.77","168","Utilities","Utility - Electric Power","15.19"
"Evertec","EVTC","3","1813.49","29.03","353464","2.43","2.4","10.97","65.33","-7.47","10.21","24.1","34.6","22.34","165","Business Services","Financial Transaction Services","9.8"
"Edwards Lifesciences","EW","3","51764.42","86.72","2583731","-.94","-2.31","4.2","76.57","-6.47","11.55","25.04","95.18","72.65","100","Medical","Medical - Instruments","15.43"
"East West Bancorp","EWBC","3","17917.04","129.25","633743","3.08","-.82","-.42","86.21","3.19","3.18","46.27","136.6","94.31","195","Finance","Banks - West","30.45"
"Exelon","EXC","3","45047.56","43.95","6053263","-.18","-1.93","-5.5","12.04","-11.21","5.34","11.23","50.29","42.73","168","Utilities","Utility - Electric Power","10.99"
"Expand Energy Corporation","EXE","3","22666.54","98.19","2288981","-.25",".36","11.39","30.5","-21.32","186.28","21.02","122.89","86.95","102","Oils-Energy","Alternative Energy - Other","20.46"
"Exelixis","EXEL","3","14621.6","57.67","1990510","8","11.42","11.34","99.51","19.41","6.98","38.88","59.13","34.54","162","Medical","Medical - Biomedical and Genetics","35.33"
"Endeavour Silver","EXK","3","3293.13","11.13","8891234","3.83","8.59","22.06","63.59","4.92","98.9","15.12","14.12","5.88","234","Basic Materials","Mining - Silver","9.3"
"EXL Service","EXLS","3","5553.57","35.52","1883024","-3.81","4.45","28.93","57.74","-23.45","13.56","12.48","44.98","25.22","154","Computer and Technology","Computers - IT Services","11.17"
"Eagle Materials","EXP","3","5965.74","190.58","325730",".11","-7.82","-10.77","30.94","-16.55","2.13","17.32","242.26","173.07","209","Construction","Building Products - Concrete and Aggregates","17.32"
"Expeditors International of Washington","EXPD","1","24542.23","185.96","709853","-.45","5.47","15.66","97.21","12.37","4.42","7.63","190.97","113.13","95","Transportation","Transportation - Services","7.63"
"EXPEDIA GROUP","EXPE","3","35770.57","274.55","1351940","-6.02","-5.09","25.77","72.72","-6.7","7.61","15.23","339.13","188.51","199","Consumer Discretionary","Leisure and Recreation Services","12.97"
"Exponent","EXPO","3","3249.77","67.865","342518","-3.75","1.23","19.41","56.2","-12.73","4.21","19.71","79.79","53.67","48","Business Services","Consulting Services","17.67"
"Extra Space Storage","EXR","3","29419.29","139.16","824805","-1.31","-5.05","-5.05","48.01","-5.16","3.7","27.8","152.85","126.69","101","Finance","REIT and Equity Trust - Other","27.8"
"Extreme Networks","EXTR","3","2831.65","21.65","1352668","-3.51","-7.82","-31.48","39.86","15.59","12.59","11.15","33.71","13.74","80","Computer and Technology","Computer - Networking","3.28"
"National Vision","EYE","2","1323.62","17","2252090","-1.99","-25.37","-6.79","9.27","-42.5","9","3.95","29.46","15.44","186","Consumer Staples","Consumer Products - Staples","2.47"
"EZCORP","EZPW","3","2047.29","33.09","1061772","3.09","22.59","3.35","87.96","52.17","9.7","9.73","35.59","16.73","87","Finance","Financial - Consumer Loans","9.97"
"Ford Motor","F","3","58298.65","14","38484072","4.88","4.43","-1.02","54.74","-1.17","1.23","3.87","17.44","11.21","58","Auto-Tires-Trucks","Automotive - Domestic","-3.93"
"First Advantage Corporation","FA","1","3672.09","20.63","2122248","1.71","-9.37","25.84","81.94","30.5","83.02","12.67","24.12","8.95","85","Computer and Technology","Internet - Software","1.51"
"First American Financial","FAF","3","7427.77","71.38","620926","-1.58",".75","9.7","71.27","5.01","21.61","9.17","79.16","56.85","69","Finance","Insurance - Property and Casualty","9.33"
"Diamondback Energy","FANG","3","55786.45","199.65","1666101","-.63",".13","4.87","81.72","17.53","35.79","25.87","213.69","134.53","103","Oils-Energy","Oil and Gas - Exploration and Production - United States","8.58"
"Fanuc","FANUY","3","37699.62","18.73","411772","2.02","-5","-16.2","41.9","-12.59","8.86","20.11","26.61","13.84","103","Industrial Products","Industrial Automation and Robotics","20.11"
"Fastenal","FAST","3","56915.88","49.38","5870917",".59","-4.89","7.59","78.99","9.62","8.67","15.45","52.38","39.15","177","Industrial Products","Industrial Services","15.45"
"Fortune Brands Innovations, Inc.","FBIN","3","5146.1","42.19","2131004","-2.75","-10.17",".23","31.3","-23.56","-3.16","10.47","64.44","33.39","38","Construction","Building Products - Air Conditioner and Heating","3.39"
"FIRST BANCORP","FBP","2","4352.57","28.08","1003744","2.26","-1.45","12.96","88.61","21.97","2.38","34.28","29.7","19.25","63","Finance","Banks - Foreign","29.24"
"Franklin BSP Realty Trust","FBRT","3","713.36","8.32","1577200","2.63","9.99","4.37","25.6","-24.05","28.33","28.17","11.67","7.53","235","Finance","REIT and Equity Trust","20.49"
"FuelCell Energy","FCEL","3","1195.31","17.76","7914872","-13.23","-24.61","-14.57","34.37","81.38","41.05","-81.09","36.01","3.92","102","Oils-Energy","Alternative Energy - Other","-113.6"
"First Commonwealth Financial","FCF","3","2156.53","21.1","599840","3.09","-.42","8.71","90.84","12.25","4.26","30.67","21.95","15.29","69","Finance","Banks - Northeast","22.62"
"FirstCash ","FCFS","3","9785.54","225.42","387282","5.2","8.09",".82","88.11","25.55","8.04","10.85","236.43","145.53","165","Business Services","Financial Transaction Services","9.42"
"FTI Consulting","FCN","3","4188.68","151.01","348200",".75",".55","-3.13","24.23","-21.24","2.44","6.57","187.03","140.4","48","Business Services","Consulting Services","6.44"
"Four Corners Property Trust","FCPT","3","2736.23","24.82","662810",".2","1.8",".32","56.67","-4.12","9.72","38.7","26.49","22.89","101","Finance","REIT and Equity Trust - Other","38.7"
"FreeportMcMoRan","FCX","3","104441.56","76.62","13345102","-3.97","3.15","3.71","83.89","27","1.81","12.83","79.91","35.34","223","Basic Materials","Mining - Non Ferrous","11.39"
"4D Molecular Therapeutics","FDMT","3","827.01","14.63","1096896","6.09","34.38","62.36","82.38","77.02","230194.59","-194.74","16.76","6.6","160","Medical","Medical - Drugs","-194.74"
"FactSet Research Systems","FDS","3","10739.37","289","751070","-3.7","6.28","28.02","60.4","-7.71","5.39","26.79","375.34","190.06","80","Business Services","Business - Information Services","23.21"
"Fidus Investment","FDUS","3","745.04","19.62","304110","-.86","-1.06","5.48","59.04","-9.8","6.65","46.78","21.51","16.92","89","Finance","Financial - SBIC & Commercial Industry","45.36"
"FedEx","FDX","3","76330.95","314.13","1485635","-1.49","-.79","-4.79","52.31","-.98","7.73","5.11","411.78","224.63","103","Transportation","Transportation - Air Freight and Cargo","4.68"
"FirstEnergy","FE","3","27062.99","46.45","3523940","1.98",".02","-1.2","41.99","-7.35","12.01","9.4","51.91","43.05","168","Utilities","Utility - Electric Power","6.86"
"Ferguson plc","FERG","3","44186.54","226.3","1405191","1.74","-13.41","-3.04","29.95","-9.01","5.67","6.85","267.71","211.61","79","Industrial Products","Manufacturing - General Industrial ","6.82"
"FutureFuel","FF","NA","230.72","5.34","552631","-.19","1.94","20.37","66.06","46.24","-60.65","-19.94","6.37","3.1","103","Oils-Energy","Biofuels","-19.94"
"First Financial Ban","FFBC","3","3461.88","32.61","601655","1.07","-1.87","4.01","75.23","16.9","-22.25","31.11","36.18","23.26","63","Finance","Banks - Midwest","20.77"
"First Financial Bankshares","FFIN","3","4792.87","33.11","567836",".63","-2.71",".27","56.07","-.71","10.66","39.54","37.24","28.59","95","Finance","Banks - Southwest","31.03"
"F5","FFIV","3","22111.22","389.62","437575","-4.09","-4.76","-1.6","80.32","35.67","9.66","30.54","431.26","223.99","85","Computer and Technology","Internet - Software","21.95"
"F&G Annuities & Life, Inc.","FG","5","3278.62","24.17","538510","5.21","-7.53","-12.66","29.75","-28.01","-.23","9.25","35.31","20.69","174","Finance","Insurance - Life Insurance","6.89"
"First Hawaiian","FHB","3","3172.21","25.81","1601957","1.8","-4.4","-7.55","43.59","-8.61",".21","31.52","30.34","22.77","195","Finance","Banks - West","24.41"
"Federated Hermes","FHI","2","4658.8","61.45","493875","-1.96","-1.17","7.2","83.47","6.28","10.33","21.3","65.39","47.3","103","Finance","Financial - Investment Management","21.3"
"First Horizon","FHN","3","11816","24.67","4001951","2.55","-1.15",".85","79.49","-7.45","-.68","30.35","26.23","19.94","95","Finance","Banks - Southwest","21.12"
"First Interstate BancSystem","FIBK","3","3607.28","37.22","834904","2.83","1.26","3.9","78.28","-2.98","-4.67","30.18","40.22","29.31","63","Finance","Banks - Midwest","23.63"
"Figma, Inc.","FIG","3","10977.34","22.75","14076906","-12.26","-5","30.31","13.42","-42.76","40.96","16.28","71.08","16.84","85","Computer and Technology","Internet - Software","-123.15"
"Figure Technology Solutions, Inc.","FIGR","1","6676.77","38.265","4668974","-1.99","24.77","24.04","22.55","-21.91","48.69","34.6","73.91","24.91","156","Business Services","Technology Services","33.45"
"FIGS","FIGS","2","2395.74","13.68","2088817","-6",".21","16.1","74.41","12.58","13.6","7.61","17.12","6.57","73","Retail-Wholesale","Retail - Apparel and Shoes","8.72"
"Fidelity National Information Services","FIS","4","21652.07","39.42","4997681","2.75","-1.46","7.49","13.35","-44.1","5.43","25.66","68.96","37.72","165","Business Services","Financial Transaction Services","27.64"
"Fiserv","FISV","4","28183.64","50.86","5721428","-.58","1.49","10.62","6.52","-30.02","3.6","21.13","136.41","47.18","165","Business Services","Financial Transaction Services","13.42"
"Fifth Third Bancorp","FITB","3","49761.19","54.51","4678656","2.05","-3.96","3.53","76.33","3.96","-2.54","29.09","59.37","40.36","103","Finance","Banks - Major Regional","15.77"
"Five Below","FIVE","1","13884.63","254.07","1146294","2.17","7.16","30.05","91.53","18.75","22.9","9.3","262.72","138.49","103","Retail-Wholesale","Retail - Miscellaneous","11.65"
"Five9","FIVN","1","2547.28","31.23","1624458","-3.73","-3.51","61.04","93.8","47.17","10.28","19.53","34.57","13.61","85","Computer and Technology","Internet - Software","4.94"
"Comfort Systems USA","FIX","1","56674.83","1648.47","357497","4.19","-3.85","-17.5","66.46","53.03","29.52","12.77","2066.51","706.31","38","Construction","Building Products - Air Conditioner and Heating","12.77"
"Flex","FLEX","3","40453.32","114.31","2742253",".24","-8.51","-26.61","51.14","60.75","8.14","4.61","162.07","54.51","55","Computer and Technology","Electronics - Miscellaneous Products","3.32"
"Flagstar Bank, National Association","FLG","3","5612.06","13.5","3630222","1.58","-3.5","-10.29","60.35","-4.76","-24.33","3.59","15.36","10.72","63","Finance","Banks - Southeast","1.08"
"Fluence Energy","FLNC","5","1910.57","11.04","5304673","-4.26","-18.18","-57.2","14.13","-53.59","-16.15","-3.13","32.23","6.75","102","Oils-Energy","Alternative Energy - Other","-3.13"
"Flex LNG","FLNG","NA","1704.45","30.98","424705","-.47","3.92","4.1","80.29","12.01","-2.44","29.5","33.27","24.34","33","Transportation","Transportation - Shipping","28.5"
"Flowers Foods","FLO","4","1329.6","6.32","6708330","-9.39","-12.19","-18.57","NA","-48.89","3","3.82","14.91","6.27","211","Consumer Staples","Food - Miscellaneous","1.06"
"Flowco Holdings Inc.","FLOC","4","1906.45","21.24","504587","-3.83","-5.51","-10.59","49.49","-.14","41.93","13.97","28.09","14.25","156","Oils-Energy","Oil and Gas - Integrated - International","6.07"
"Fluor","FLR","2","7510.9","56.62","2325514","3.03","7.48","11.27","92.5","25.68","-4.98","2.02","57.5","39.63","156","Construction","Engineering - R and D Services","-12.86"
"Flowserve","FLS","3","9741.92","76.98","1453236","-3.1","-3.59","-4.19","64.14","-2.03","3.76","10.62","92.04","49.09","79","Industrial Products","Manufacturing - General Industrial ","8.01"
"Flutter Entertainment PLC","FLUT","5","17373","100.7","2362898","-.07","6.2","-8.14","3.81","-58.71","16.62","5.22","295.28","92.38","193","Consumer Discretionary","Gaming","-4.39"
"Firefly Aerospace, Inc.","FLY","3","3627.66","22.9","2550140","2.6","-15.88","-35.04","11.64","-14.09","162.95","-86.69","58.81","16.78","95","Aerospace","Aerospace - Defense","-126.64"
"FLYWIRE CORP","FLYW","3","2256.94","17.97","1362747","-1.8","6.73","21.16","88.88","16.18","26.59","6.92","19.54","10.64","85","Computer and Technology","Internet - Software","4.77"
"FMC","FMC","5","1624.19","12.81","2820527","12.49","24","12.69","10.44","-17.07","-18.34","7.33","38.36","10.01","165","Consumer Staples","Agriculture - Operations","-84.83"
"Freddie Mac","FMCC","3","3497.32","5.49","1062066","-3.41","1.7","-11.22","13.08","-52.94","6.36","54.79","14.15","4.06","237","Finance","Financial - Mortgage & Related Services","9.58"
"Farmers National Banc","FMNB","3","952.11","15.83","348136","2.95","2.23","12.14","92.4","7","3.89","33.67","16.38","12.3","63","Finance","Banks - Midwest","20.52"
"Fresenius Medical Care AG & Co.","FMS","3","12171.35","22.45","617211","-.35","-6.94","-3.37","34.21","-15.63","7.63","6.63","27.41","20.19","100","Medical","Medical - Instruments","4.83"
"Fomento Economico Mexicano","FMX","4","41606.47","119.63","356555","NA",".41","-4.69","73.31","5.66","2.29","2.62","133.17","85.36","188","Consumer Staples","Beverages - Soft drinks","3.6"
"Fabrinet","FN","2","14599.12","416.31","1016071","-1.34","-22.71","-35.9","13.27","-20.64","35.73","11.01","746.47","355.53","45","Computer and Technology","Electronics - Miscellaneous Components","10.19"
"F.N.B.","FNB","4","6590.53","18.32","3020039","2.41","-1.48","2.08","83.06","-3.17","4.92","33.66","19.49","14.65","63","Finance","Banks - Southeast","22.29"
"Floor & Decor","FND","3","5348.99","47.92","2038221","-.08","-15.11","-5.46","14.36","-26.84","5.12","4.23","90.42","43.49","168","Retail-Wholesale","Retail - Home Furnishings","4.93"
"FIDELITY NAT FI","FNF","3","12277.87","44.65","1560928","-1.44","-4.61","-4.74","16.52","-25.63","5.58","9.58","58.51","43.26","84","Finance","Insurance - Multi line","5.03"
"Funko","FNKO","3","317.69","5.68","1066995","-15.48","-8.24","3.65","66.9","48.16","-13.49","1.54","7.1","2.81","202","Consumer Discretionary","Toys - Games - Hobbies","-.21"
"Fannie Mae","FNMA","3","6925.36","6.08","1714635","-2.29","-1.48","-11.19","12.64","-50.57","4.26","75.54","15.31","4.63","237","Finance","Financial - Mortgage & Related Services","4.59"
"FrancoNevada","FNV","3","51339.15","264.31","773328","1.15","10.49","19.71","84.88","13.89","63.69","62.1","280.82","183.97","216","Basic Materials","Mining - Gold","63.79"
"FormFactor","FORM","1","8099.5","109.86","1015250","3.27","-7.62","-31.91","57.22","65.2","2.8","19.04","159.93","28.95","45","Computer and Technology","Electronics - Semiconductors","12.8"
"Fossil Group","FOSL","2","304.56","5.11","770630","3.62","-3.92","20.05","78.14","21.48","-12.28","-5.16","6.09","1.79","73","Retail-Wholesale","Retail - Apparel and Shoes","-7.1"
"Shift4 Payments","FOUR","5","3627.43","42.29","1756661","8.66","6.44","15.02","19.84","-35.3","25.5","20.24","87.59","35.63","165","Business Services","Financial Transaction Services","2.2"
"Fox","FOX","3","24515.96","58.24","936432","-2.99","3.71","16.94","60.03","-20.2","5.07","13.9","67.76","44.39","103","Consumer Discretionary","Broadcast Radio and Television","9.84"
"Fox","FOXA","3","27453.51","65.23","4874526","-2.87","3.15","19.47","60.87","-20.6","5.07","13.9","76.11","48.79","103","Consumer Discretionary","Broadcast Radio and Television","9.84"
"Fox Factory Holdings","FOXF","1","904.51","20.26","398095","5.34","2.33","16.89","50.79","11.55","5.27","2.81","29.59","13.19","58","Auto-Tires-Trucks","Automotive - Domestic","-20.39"
"Farmland Partners","FPI","3","464.67","10.81","516650","3.5","9.57","9.12","35.23","-2.53","-10.39","49.85","13.04","9.35","101","Finance","REIT and Equity Trust - Other","49.85"
"First Industrial Realty Trust","FR","3","8199.64","61.73","702887","-.05","-1.87","-2.4","62.31","-4.22","8.58","47.97","68.86","50.26","101","Finance","REIT and Equity Trust - Other","47.97"
"First Merchants","FRME","4","2641.43","41.17","326425","1.42","-.85","2.21","69.04","-.47","-2.04","32.51","45.23","34.99","63","Finance","Banks - Midwest","17.05"
"FRONTLINE PLC","FRO","NA","10267.37","46.62","2257328","5.34","19.95","16.97","100","87.46","-8.85","53.35","46.12","20.58","33","Transportation","Transportation - Shipping","49.47"
"JFrog","FROG","3","10801.2","86.73","2001254","-12.46","-.62","8.97","76.29","24.39","24.12","20.53","104.03","34.75","85","Computer and Technology","Internet - Software","-7.35"
"Freshpet","FRPT","4","3451.79","67.28","1068523",".54","3.64","28.9","59.96","2.24","13.01","6.2","85.5","47.39","211","Consumer Staples","Food - Miscellaneous","17.28"
